match_id,season,team1,team2,venue,toss_winner,toss_decision,batting_first,bowling_first,team1_score,team2_score,winner,win_margin_runs,win_margin_wickets,is_playoff,home_team
561,2018,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Chennai Super Kings,Mumbai Indians,188,195,Chennai Super Kings,7,0,0,Mumbai Indians
562,2018,Mumbai Indians,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,field,Mumbai Indians,Royal Challengers Bengaluru,186,138,Mumbai Indians,48,0,0,Mumbai Indians
563,2018,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Kolkata Knight Riders,Mumbai Indians,136,205,Kolkata Knight Riders,69,0,0,Mumbai Indians
564,2018,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,Mumbai Indians,Rajasthan Royals,179,146,Mumbai Indians,33,0,0,Mumbai Indians
565,2018,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Sunrisers Hyderabad,Mumbai Indians,169,170,Sunrisers Hyderabad,1,0,0,Mumbai Indians
566,2018,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,bat,Delhi Capitals,Mumbai Indians,171,178,Delhi Capitals,7,0,0,Mumbai Indians
567,2018,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Punjab Kings,Mumbai Indians,172,203,Punjab Kings,31,0,0,Mumbai Indians
568,2018,Chennai Super Kings,Royal Challengers Bengaluru,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,Chennai Super Kings,183,167,Chennai Super Kings,0,7,0,Chennai Super Kings
569,2018,Chennai Super Kings,Kolkata Knight Riders,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,field,Chennai Super Kings,Kolkata Knight Riders,197,135,Chennai Super Kings,62,0,0,Chennai Super Kings
570,2018,Chennai Super Kings,Rajasthan Royals,"M. A. Chidambaram Stadium, Chennai",Rajasthan Royals,field,Chennai Super Kings,Rajasthan Royals,185,178,Chennai Super Kings,7,0,0,Chennai Super Kings
571,2018,Chennai Super Kings,Sunrisers Hyderabad,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,field,Sunrisers Hyderabad,Chennai Super Kings,192,166,Chennai Super Kings,0,6,0,Chennai Super Kings
572,2018,Chennai Super Kings,Delhi Capitals,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,field,Delhi Capitals,Chennai Super Kings,165,168,Delhi Capitals,3,0,0,Chennai Super Kings
573,2018,Chennai Super Kings,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Punjab Kings,bat,Punjab Kings,Chennai Super Kings,162,168,Punjab Kings,6,0,0,Chennai Super Kings
574,2018,Royal Challengers Bengaluru,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,field,Royal Challengers Bengaluru,Kolkata Knight Riders,150,131,Royal Challengers Bengaluru,19,0,0,Royal Challengers Bengaluru
575,2018,Royal Challengers Bengaluru,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,Rajasthan Royals,204,144,Royal Challengers Bengaluru,60,0,0,Royal Challengers Bengaluru
576,2018,Royal Challengers Bengaluru,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Royal Challengers Bengaluru,115,152,Sunrisers Hyderabad,37,0,0,Royal Challengers Bengaluru
577,2018,Royal Challengers Bengaluru,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",Delhi Capitals,bat,Delhi Capitals,Royal Challengers Bengaluru,134,159,Delhi Capitals,25,0,0,Royal Challengers Bengaluru
578,2018,Royal Challengers Bengaluru,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,Punjab Kings,205,185,Royal Challengers Bengaluru,20,0,0,Royal Challengers Bengaluru
579,2018,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,Kolkata Knight Riders,Rajasthan Royals,159,212,Rajasthan Royals,0,1,0,Kolkata Knight Riders
580,2018,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,field,Kolkata Knight Riders,Sunrisers Hyderabad,192,156,Kolkata Knight Riders,36,0,0,Kolkata Knight Riders
581,2018,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Delhi Capitals,bat,Delhi Capitals,Kolkata Knight Riders,213,121,Kolkata Knight Riders,0,7,0,Kolkata Knight Riders
582,2018,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,bat,Punjab Kings,Kolkata Knight Riders,126,143,Punjab Kings,17,0,0,Kolkata Knight Riders
583,2018,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,Rajasthan Royals,Sunrisers Hyderabad,192,216,Sunrisers Hyderabad,0,9,0,Rajasthan Royals
584,2018,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,field,Rajasthan Royals,Delhi Capitals,200,175,Rajasthan Royals,25,0,0,Rajasthan Royals
585,2018,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,Punjab Kings,Rajasthan Royals,181,183,Punjab Kings,2,0,0,Rajasthan Royals
586,2018,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi Intl. Stadium, Hyderabad",Delhi Capitals,field,Sunrisers Hyderabad,Delhi Capitals,187,169,Sunrisers Hyderabad,18,0,0,Sunrisers Hyderabad
587,2018,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Stadium, Hyderabad",Punjab Kings,field,Sunrisers Hyderabad,Punjab Kings,174,162,Sunrisers Hyderabad,12,0,0,Sunrisers Hyderabad
588,2018,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,Punjab Kings,Delhi Capitals,157,156,Delhi Capitals,0,9,0,Delhi Capitals
589,2018,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Chennai Super Kings,Mumbai Indians,160,139,Mumbai Indians,0,5,0,Mumbai Indians
590,2018,Mumbai Indians,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Royal Challengers Bengaluru,Mumbai Indians,137,152,Royal Challengers Bengaluru,15,0,0,Mumbai Indians
591,2018,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,field,Mumbai Indians,Kolkata Knight Riders,177,193,Kolkata Knight Riders,0,9,0,Mumbai Indians
592,2018,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,field,Mumbai Indians,Rajasthan Royals,192,128,Mumbai Indians,64,0,0,Mumbai Indians
593,2018,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,field,Mumbai Indians,Sunrisers Hyderabad,153,183,Sunrisers Hyderabad,0,6,0,Mumbai Indians
594,2018,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,bat,Delhi Capitals,Mumbai Indians,157,152,Mumbai Indians,0,5,0,Mumbai Indians
595,2018,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Punjab Kings,Mumbai Indians,140,182,Punjab Kings,42,0,0,Mumbai Indians
596,2018,Chennai Super Kings,Royal Challengers Bengaluru,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,field,Chennai Super Kings,Royal Challengers Bengaluru,175,133,Chennai Super Kings,42,0,0,Chennai Super Kings
597,2018,Chennai Super Kings,Kolkata Knight Riders,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,field,Kolkata Knight Riders,Chennai Super Kings,169,160,Chennai Super Kings,0,9,0,Chennai Super Kings
598,2018,Chennai Super Kings,Rajasthan Royals,"M. A. Chidambaram Stadium, Chennai",Rajasthan Royals,bat,Rajasthan Royals,Chennai Super Kings,171,140,Chennai Super Kings,0,2,0,Chennai Super Kings
599,2018,Chennai Super Kings,Sunrisers Hyderabad,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,bat,Chennai Super Kings,Sunrisers Hyderabad,173,175,Sunrisers Hyderabad,0,1,0,Chennai Super Kings
600,2018,Chennai Super Kings,Delhi Capitals,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,bat,Chennai Super Kings,Delhi Capitals,178,193,Delhi Capitals,0,1,0,Chennai Super Kings
601,2018,Chennai Super Kings,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Punjab Kings,field,Chennai Super Kings,Punjab Kings,176,154,Chennai Super Kings,22,0,0,Chennai Super Kings
602,2018,Royal Challengers Bengaluru,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,bat,Kolkata Knight Riders,Royal Challengers Bengaluru,175,175,Royal Challengers Bengaluru,0,3,0,Royal Challengers Bengaluru
603,2018,Royal Challengers Bengaluru,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,field,Rajasthan Royals,Royal Challengers Bengaluru,164,173,Rajasthan Royals,9,0,0,Royal Challengers Bengaluru
604,2018,Royal Challengers Bengaluru,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,field,Royal Challengers Bengaluru,Sunrisers Hyderabad,158,148,Royal Challengers Bengaluru,10,0,0,Royal Challengers Bengaluru
605,2018,Royal Challengers Bengaluru,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,field,Delhi Capitals,Royal Challengers Bengaluru,201,143,Royal Challengers Bengaluru,0,6,0,Royal Challengers Bengaluru
606,2018,Royal Challengers Bengaluru,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,Punjab Kings,147,148,Punjab Kings,0,4,0,Royal Challengers Bengaluru
607,2018,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,Kolkata Knight Riders,Rajasthan Royals,158,182,Rajasthan Royals,0,7,0,Kolkata Knight Riders
608,2018,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,Sunrisers Hyderabad,Kolkata Knight Riders,190,166,Kolkata Knight Riders,0,8,0,Kolkata Knight Riders
609,2018,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Delhi Capitals,bat,Delhi Capitals,Kolkata Knight Riders,168,158,Kolkata Knight Riders,0,1,0,Kolkata Knight Riders
610,2018,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,Punjab Kings,Kolkata Knight Riders,209,154,Kolkata Knight Riders,0,5,0,Kolkata Knight Riders
611,2018,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Rajasthan Royals,169,148,Rajasthan Royals,0,9,0,Rajasthan Royals
612,2018,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,bat,Delhi Capitals,Rajasthan Royals,172,184,Delhi Capitals,12,0,0,Rajasthan Royals
613,2018,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,bat,Punjab Kings,Rajasthan Royals,160,167,Punjab Kings,7,0,0,Rajasthan Royals
614,2018,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi Intl. Stadium, Hyderabad",Delhi Capitals,field,Sunrisers Hyderabad,Delhi Capitals,173,160,Sunrisers Hyderabad,13,0,0,Sunrisers Hyderabad
615,2018,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Stadium, Hyderabad",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Punjab Kings,191,212,Punjab Kings,0,6,0,Sunrisers Hyderabad
616,2018,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat,Delhi Capitals,Punjab Kings,160,133,Delhi Capitals,27,0,0,Delhi Capitals
617,2019,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field,Mumbai Indians,Chennai Super Kings,171,219,Chennai Super Kings,0,9,0,Mumbai Indians
618,2019,Mumbai Indians,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Royal Challengers Bengaluru,Mumbai Indians,198,156,Mumbai Indians,0,2,0,Mumbai Indians
619,2019,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Kolkata Knight Riders,Mumbai Indians,150,206,Kolkata Knight Riders,56,0,0,Mumbai Indians
620,2019,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,Mumbai Indians,Rajasthan Royals,185,198,Rajasthan Royals,0,5,0,Mumbai Indians
621,2019,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Sunrisers Hyderabad,Mumbai Indians,157,164,Sunrisers Hyderabad,7,0,0,Mumbai Indians
622,2019,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,field,Mumbai Indians,Delhi Capitals,162,141,Mumbai Indians,21,0,0,Mumbai Indians
623,2019,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Punjab Kings,Mumbai Indians,135,158,Punjab Kings,23,0,0,Mumbai Indians
624,2019,Chennai Super Kings,Royal Challengers Bengaluru,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,Chennai Super Kings,145,172,Royal Challengers Bengaluru,27,0,0,Chennai Super Kings
625,2019,Chennai Super Kings,Kolkata Knight Riders,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,field,Kolkata Knight Riders,Chennai Super Kings,128,177,Kolkata Knight Riders,49,0,0,Chennai Super Kings
626,2019,Chennai Super Kings,Rajasthan Royals,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,field,Rajasthan Royals,Chennai Super Kings,180,179,Chennai Super Kings,0,9,0,Chennai Super Kings
627,2019,Chennai Super Kings,Sunrisers Hyderabad,"M. A. Chidambaram Stadium, Chennai",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Chennai Super Kings,170,132,Chennai Super Kings,0,5,0,Chennai Super Kings
628,2019,Chennai Super Kings,Delhi Capitals,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,bat,Chennai Super Kings,Delhi Capitals,198,136,Chennai Super Kings,62,0,0,Chennai Super Kings
629,2019,Chennai Super Kings,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Punjab Kings,bat,Punjab Kings,Chennai Super Kings,171,205,Punjab Kings,34,0,0,Chennai Super Kings
630,2019,Royal Challengers Bengaluru,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,field,Royal Challengers Bengaluru,Kolkata Knight Riders,158,161,Kolkata Knight Riders,0,9,0,Royal Challengers Bengaluru
631,2019,Royal Challengers Bengaluru,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,Rajasthan Royals,183,164,Royal Challengers Bengaluru,19,0,0,Royal Challengers Bengaluru
632,2019,Royal Challengers Bengaluru,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,field,Sunrisers Hyderabad,Royal Challengers Bengaluru,142,182,Sunrisers Hyderabad,40,0,0,Royal Challengers Bengaluru
633,2019,Royal Challengers Bengaluru,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",Delhi Capitals,bat,Delhi Capitals,Royal Challengers Bengaluru,132,175,Delhi Capitals,43,0,0,Royal Challengers Bengaluru
634,2019,Royal Challengers Bengaluru,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,Punjab Kings,169,143,Royal Challengers Bengaluru,26,0,0,Royal Challengers Bengaluru
635,2019,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,Kolkata Knight Riders,Rajasthan Royals,158,190,Rajasthan Royals,0,3,0,Kolkata Knight Riders
636,2019,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Kolkata Knight Riders,176,194,Sunrisers Hyderabad,18,0,0,Kolkata Knight Riders
637,2019,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,Delhi Capitals,Kolkata Knight Riders,155,150,Kolkata Knight Riders,0,2,0,Kolkata Knight Riders
638,2019,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,bat,Punjab Kings,Kolkata Knight Riders,165,195,Punjab Kings,30,0,0,Kolkata Knight Riders
639,2019,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,Sunrisers Hyderabad,Rajasthan Royals,171,218,Sunrisers Hyderabad,47,0,0,Rajasthan Royals
640,2019,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,Delhi Capitals,Rajasthan Royals,156,175,Delhi Capitals,19,0,0,Rajasthan Royals
641,2019,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,bat,Punjab Kings,Rajasthan Royals,159,174,Punjab Kings,15,0,0,Rajasthan Royals
642,2019,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi Intl. Stadium, Hyderabad",Delhi Capitals,bat,Delhi Capitals,Sunrisers Hyderabad,184,186,Delhi Capitals,2,0,0,Sunrisers Hyderabad
643,2019,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Stadium, Hyderabad",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Punjab Kings,156,134,Sunrisers Hyderabad,22,0,0,Sunrisers Hyderabad
644,2019,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Punjab Kings,field,Delhi Capitals,Punjab Kings,135,174,Punjab Kings,0,2,0,Delhi Capitals
645,2019,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,Mumbai Indians,Chennai Super Kings,151,114,Mumbai Indians,37,0,0,Mumbai Indians
646,2019,Mumbai Indians,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Royal Challengers Bengaluru,Mumbai Indians,217,179,Mumbai Indians,0,7,0,Mumbai Indians
647,2019,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Kolkata Knight Riders,Mumbai Indians,180,172,Mumbai Indians,0,6,0,Mumbai Indians
648,2019,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,field,Mumbai Indians,Rajasthan Royals,175,160,Mumbai Indians,15,0,0,Mumbai Indians
649,2019,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,Mumbai Indians,Sunrisers Hyderabad,192,156,Mumbai Indians,36,0,0,Mumbai Indians
650,2019,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,bat,Delhi Capitals,Mumbai Indians,169,177,Delhi Capitals,8,0,0,Mumbai Indians
651,2019,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Punjab Kings,bat,Punjab Kings,Mumbai Indians,184,158,Mumbai Indians,0,4,0,Mumbai Indians
652,2019,Chennai Super Kings,Royal Challengers Bengaluru,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,field,Royal Challengers Bengaluru,Chennai Super Kings,145,168,Royal Challengers Bengaluru,23,0,0,Chennai Super Kings
653,2019,Chennai Super Kings,Kolkata Knight Riders,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,field,Chennai Super Kings,Kolkata Knight Riders,184,143,Chennai Super Kings,41,0,0,Chennai Super Kings
654,2019,Chennai Super Kings,Rajasthan Royals,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,field,Rajasthan Royals,Chennai Super Kings,162,173,Rajasthan Royals,11,0,0,Chennai Super Kings
655,2019,Chennai Super Kings,Sunrisers Hyderabad,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,field,Sunrisers Hyderabad,Chennai Super Kings,172,193,Sunrisers Hyderabad,21,0,0,Chennai Super Kings
656,2019,Chennai Super Kings,Delhi Capitals,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,bat,Chennai Super Kings,Delhi Capitals,173,181,Delhi Capitals,0,7,0,Chennai Super Kings
657,2019,Chennai Super Kings,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,bat,Chennai Super Kings,Punjab Kings,201,175,Chennai Super Kings,26,0,0,Chennai Super Kings
658,2019,Royal Challengers Bengaluru,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,Kolkata Knight Riders,172,133,Royal Challengers Bengaluru,39,0,0,Royal Challengers Bengaluru
659,2019,Royal Challengers Bengaluru,Rajasthan Royals,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,field,Rajasthan Royals,Royal Challengers Bengaluru,156,151,Royal Challengers Bengaluru,0,1,0,Royal Challengers Bengaluru
660,2019,Royal Challengers Bengaluru,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,field,Sunrisers Hyderabad,Royal Challengers Bengaluru,159,160,Sunrisers Hyderabad,1,0,0,Royal Challengers Bengaluru
661,2019,Royal Challengers Bengaluru,Delhi Capitals,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,Delhi Capitals,173,175,Delhi Capitals,0,1,0,Royal Challengers Bengaluru
662,2019,Royal Challengers Bengaluru,Punjab Kings,"M. Chinnaswamy Stadium, Bengaluru",Punjab Kings,bat,Punjab Kings,Royal Challengers Bengaluru,173,170,Royal Challengers Bengaluru,0,6,0,Royal Challengers Bengaluru
663,2019,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Rajasthan Royals,bat,Rajasthan Royals,Kolkata Knight Riders,119,173,Rajasthan Royals,54,0,0,Kolkata Knight Riders
664,2019,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,Kolkata Knight Riders,Sunrisers Hyderabad,154,160,Sunrisers Hyderabad,0,7,0,Kolkata Knight Riders
665,2019,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Delhi Capitals,bat,Delhi Capitals,Kolkata Knight Riders,175,147,Kolkata Knight Riders,0,9,0,Kolkata Knight Riders
666,2019,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,Punjab Kings,Kolkata Knight Riders,189,202,Punjab Kings,13,0,0,Kolkata Knight Riders
667,2019,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Rajasthan Royals,195,167,Rajasthan Royals,0,6,0,Rajasthan Royals
668,2019,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,field,Rajasthan Royals,Delhi Capitals,175,155,Rajasthan Royals,20,0,0,Rajasthan Royals
669,2019,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,field,Rajasthan Royals,Punjab Kings,160,156,Rajasthan Royals,4,0,0,Rajasthan Royals
670,2019,Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi Intl. Stadium, Hyderabad",Delhi Capitals,field,Sunrisers Hyderabad,Delhi Capitals,164,167,Delhi Capitals,0,3,0,Sunrisers Hyderabad
671,2019,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Stadium, Hyderabad",Punjab Kings,bat,Punjab Kings,Sunrisers Hyderabad,163,174,Punjab Kings,11,0,0,Sunrisers Hyderabad
672,2019,Delhi Capitals,Punjab Kings,"Arun Jaitley Stadium, Delhi",Punjab Kings,bat,Punjab Kings,Delhi Capitals,189,180,Delhi Capitals,0,8,0,Delhi Capitals
673,2020,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field,Mumbai Indians,Chennai Super Kings,192,129,Mumbai Indians,63,0,0,Mumbai Indians
674,2020,Mumbai Indians,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Royal Challengers Bengaluru,Mumbai Indians,182,121,Mumbai Indians,0,4,0,Mumbai Indians
675,2020,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,field,Kolkata Knight Riders,Mumbai Indians,157,145,Mumbai Indians,0,2,0,Mumbai Indians
676,2020,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Rajasthan Royals,bat,Rajasthan Royals,Mumbai Indians,122,149,Rajasthan Royals,27,0,0,Mumbai Indians
677,2020,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,Mumbai Indians,Sunrisers Hyderabad,184,179,Mumbai Indians,5,0,0,Mumbai Indians
678,2020,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,bat,Delhi Capitals,Mumbai Indians,105,160,Delhi Capitals,55,0,0,Mumbai Indians
679,2020,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,Mumbai Indians,Punjab Kings,162,172,Punjab Kings,0,8,0,Mumbai Indians
680,2020,Chennai Super Kings,Royal Challengers Bengaluru,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,field,Chennai Super Kings,Royal Challengers Bengaluru,143,167,Royal Challengers Bengaluru,0,1,0,Chennai Super Kings
681,2020,Chennai Super Kings,Kolkata Knight Riders,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,bat,Chennai Super Kings,Kolkata Knight Riders,173,175,Kolkata Knight Riders,0,8,0,Chennai Super Kings
682,2020,Chennai Super Kings,Rajasthan Royals,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,field,Rajasthan Royals,Chennai Super Kings,140,174,Rajasthan Royals,34,0,0,Chennai Super Kings
683,2020,Chennai Super Kings,Sunrisers Hyderabad,"M. A. Chidambaram Stadium, Chennai",Sunrisers Hyderabad,field,Chennai Super Kings,Sunrisers Hyderabad,197,159,Chennai Super Kings,38,0,0,Chennai Super Kings
684,2020,Chennai Super Kings,Delhi Capitals,"M. A. Chidambaram Stadium, Chennai",Delhi Capitals,field,Chennai Super Kings,Delhi Capitals,173,142,Chennai Super Kings,31,0,0,Chennai Super Kings
685,2020,Chennai Super Kings,Punjab Kings,"M. A. Chidambaram Stadium, Chennai",Punjab Kings,field,Chennai Super Kings,Punjab Kings,164,144,Chennai Super Kings,20,0,0,Chennai Super Kings
